"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 14 11:03:37 EET 2022","Fri Jan 14 11:03:45 EET 2022","7580","","ru.netology.test.DeliveryCardTest","","ru.netology.test.DeliveryCardTest","shouldCheckChangeDate","shouldCheckChangeDate()",""
